Word,Frequency,Known
gradual,4,False
commonly,4,True
useless,4,True
removal,4,False
nausea,4,False
glucosidase,4,False
olanzapine,4,False
subsequently,4,False
perceive,4,True
prepare,4,True
thereafter,4,True
stressor,4,False
characterize,4,False
addison,4,False
yoga,4,False
massage,4,False
rhythm,4,False
drs,4,False
walter,4,True
richard,4,True
no-fad,4,False
ironic,4,False
plaque,4,False
crisis,4,False
bury,4,True
foster,4,True
celebration,4,False
wedding,4,True
powder,4,True
exceed,4,False
lindeberg,4,False
kitava,4,False
earth,4,True
kitavans,4,False
swedish,4,False
belly,4,False
agricultural,4,False
puzzle,4,True
long-standing,4,False
alzheimer,4,False
inside,4,True
demand,4,True
price,4,True
hospital,4,True
perfect,4,True
periodic,4,True
angina,4,False
fourteen,4,True
twice,4,True
grazing,4,False
print,4,True
cocoa,4,False
foundation,4,True
nestle,4,False
push,4,True
cracker,4,False
mix,4,True
grill,4,True
muffin,4,False
policy,4,True
status,4,True
rewarding,4,False
moss,4,False
kessler,4,False
grilled,4,False
grass-fed,4,False
afford,4,True
excellent,4,True
affordable,4,False
rule,4,True
wide,4,True
lettuce,4,False
large-scale,4,False
post,4,True
inconsistency,4,False
skyrocket,4,True
infant,4,False
fetus,4,False
gestational,4,False
caballero,4,False
bloomberg,4,False
nader,4,False
memphis,4,False
romp,4,False
chomp,4,False
offender,4,False
prevents,4,False
disappear,4,True
iced,4,False
boost,4,False
jenkins,4,False
manufacturer,4,False
bray,4,False
bottom,4,True
compound,4,True
saccharin,4,False
leaf,4,True
conflict,4,True
rank,4,True
inherently,4,False
fine,4,True
possibly,4,True
celiac,4,False
insoluble,4,False
oat,4,False
ferment,4,True
gel,4,False
reinfarction,4,False
cardia,4,False
honey,4,True
dressing,4,False
cucumber,4,False
impaired,4,False
nauck,4,False
insulinotropic,4,False
polypeptide,4,False
gip,4,False
ingestion,4,False
organic,4,True
herb,4,False
clog,4,False
frank,4,True
willett,4,False
kale,4,False
trans-fat–laden,4,False
walnut,4,False
color,4,True
hydrogen,4,False
malmo,4,False
evaluation,4,False
efficacy,4,False
preparation,4,True
pistachio,4,False
lemon,4,False
herbal,4,False
phosphorus,4,False
homemade,4,False
fluid,4,False
proper,4,True
muslim,4,False
ramadan,4,False
glycerol,4,False
ketosis,4,False
multivitamin,4,False
specie,4,False
prolong,4,False
thirty-six-hour,4,False
busy,4,True
fatigue,4,False
monitoring,4,False
perspective,4,False
gardner,4,False
kolata,4,False
washington,4,True
sci,4,False
dis,4,False
physiol,4,False
hyperinsulinemia,4,False
overview,4,False
coll,4,False
rizza,4,False
al.,4,True
adenoma,4,False
stewart,4,False
bmj,4,False
biol,4,False
cordain,4,False
eades,4,False
incident,4,True
became,3,True
inheriting,3,False
player,3,True
delusion,3,False
phobia,3,False
dialysis,3,False
lesson,3,True
resource,3,False
master,3,True
comply,3,True
reversible,3,False
worsen,3,False
taught,3,True
cherry,3,False
admit,3,True
calorie-restricted,3,False
surely,3,True
accessible,3,False
sequence,3,False
accomplish,3,False
careful,3,True
coherent,3,False
ensue,3,True
truly,3,True
phd,3,False
professor,3,False
town,3,True
objective,3,False
logically,3,False
guilty,3,True
devote,3,False
trainer,3,False
simplistic,3,True
mutually,3,False
vary,3,False
conclusive,3,False
explore,3,False
highlight,3,False
examine,3,True
represent,3,True
bother,3,True
willing,3,True
breathing,3,False
pump,3,False
addictive,3,False
applies,3,False
fan,3,True
boat,3,True
hole,3,True
reasoning,3,False
transform,3,True
investigate,3,False
defect,3,True
gluttony,3,False
sloth,3,False
comfort,3,True
boy,3,True
cocktail,3,False
differentiate,3,False
pregnancy,3,False
weight.,3,False
jean,3,True
anthelme,3,False
brillat-savarin,3,False
prime,3,True
nourishment,3,False
refers,3,False
iron,3,True
seek,3,True
compel,3,False
beer,3,True
advise,3,False
seemingly,3,False
vaccine,3,False
landscape,3,True
earnest,3,True
adopt,3,False
historical,3,True
displace,3,False
john,3,True
win,3,True
award,3,True
mcgovern,3,False
select,3,False
committee,3,True
ridicule,3,False
pyramid,3,False
declare,3,True
explicit,3,False
eye,3,True
continuously,3,False
rampant,3,False
calorie-based,3,False
input,3,False
thereby,3,True
equation,3,False
albert,3,False
denmark,3,False
resemble,3,False
whatsoever,3,True
junk,3,False
playground,3,False
apart,3,True
rear,3,True
seventy,3,False
materialize,3,False
surface,3,True
medium,3,True
predator,3,False
shortage,3,False
plentiful,3,False
onset,3,True
illness,3,True
birth,3,True
effectively,3,False
traditionally,3,False
mistake,3,True
sum,3,True
mediate,3,False
smell,3,True
intricate,3,True
automatic,3,False
beat,3,True
sack,3,True
adiponectin,3,False
dead,3,True
laboratory,3,False
excrete,3,False
causation,3,False
obesity—which,3,False
parathyroid,3,False
sympathetic,3,False
unexpected,3,True
carnegie,3,False
whopping,3,True
publication,3,True
entitle,3,False
macaroni,3,False
profound,3,True
warm,3,True
interestingly,3,False
lousy,3,True
failed,3,True
city,3,True
dietician,3,False
dry,3,True
recruit,3,False
eighteen,3,True
category,3,False
accustom,3,False
adjustment,3,False
analyze,3,False
amylin,3,False
desire,3,True
conserve,3,False
evolutionary,3,False
image,3,True
cortex,3,False
under-eating,3,False
permanent,3,True
disappointment,3,True
pharmaceutical,3,False
market,3,True
alli,3,False
consumer,3,False
attia,3,False
service,3,True
running,3,True
fixx,3,False
cooper,3,False
global,3,False
italian,3,True
hunter-gatherer,3,False
office,3,True
worker,3,False
surprising,3,False
physically,3,False
non-exercise,3,False
overwhelming,3,False
varies,3,False
ridiculous,3,True
longer-term,3,False
weekly,3,False
wonder,3,True
industry,3,True
twenty-one,3,False
college,3,True
nearby,3,True
whatever,3,True
prisoner,3,True
pile,3,True
paper,3,True
physiological,3,False
reset,3,False
nystrom,3,False
briefly,3,True
unless,3,True
conditioner,3,False
lesion,3,True
intractable,3,True
clue,3,True
injury,3,True
incoming,3,False
circulate,3,True
exogenous,3,False
deficient,3,False
sex,3,True
pipe,3,True
moisture,3,True
forty-eight,3,False
essence,3,False
insulin-producing,3,False
glycogenesis,3,False
creation,3,True
fat.,3,True
stored,3,False
a.m.,3,True
unlimited,3,False
newly,3,False
visceral,3,True
upward,3,True
differs,3,False
high-dose,3,False
prandial,3,False
crazy,3,True
sustain,3,False
thiazolidinediones,3,False
magnify,3,False
transporter,3,False
nerve,3,True
beta,3,False
hallmark,3,True
pediatric,3,False
loop,3,False
synthetic,3,False
so-called,3,False
glucocorticoid,3,False
enhances,3,False
mainly,3,False
relieve,3,True
time-tested,3,False
successfully,3,False
prone,3,False
potent,3,False
evening,3,True
disrupt,3,False
disturbance,3,False
comparable,3,False
proponent,3,False
controversial,3,False
wisdom,3,True
academic,3,False
boden,3,False
annals,3,False
second-stomach,3,False
pancake,3,False
indulge,3,True
doom,3,False
found,3,True
international,3,True
resident,3,False
staple,3,False
davis,3,False
cultivate,3,True
semi-dwarf,3,False
oprah,3,False
dependence,3,False
seventeen,3,False
alexander,3,True
educate,3,False
reaction,3,True
measles,3,False
nitroglycerin,3,False
alcoholic,3,False
surgery,3,False
non-diabetic,3,False
noise,3,True
quiet,3,True
slight,3,True
noticeable,3,False
brief,3,True
pulse,3,False
requirement,3,False
picture,3,True
fasted,3,False
third,3,True
societal,3,False
norm,3,False
actively,3,False
bed,3,True
insulin-deficient,3,False
super,3,True
occasion,3,True
advertise,3,False
freedhoff,3,False
bottle,3,True
definition,3,False
page,3,True
echo,3,True
commercial,3,True
calories.,3,False
mandatory,3,False
profit,3,True
convenience,3,False
french,3,True
interpret,3,False
noon,3,True
bath,3,True
king,3,True
toast,3,False
donut,3,False
flow,3,True
statistic,3,False
southern,3,True
affluent,3,False
food-reward,3,False
trick,3,True
bud,3,False
hook,3,True
wall,3,True
inexpensive,3,False
financial,3,True
strawberry,3,False
federal,3,True
obesity-related,3,False
southwest,3,False
disturb,3,True
increasingly,3,False
steady,3,True
nevertheless,3,True
scramble,3,True
endocrine,3,False
transmit,3,False
macrosomia,3,False
school-based,3,False
enrichment,3,False
multi-site,3,False
proven,3,False
grandma,3,False
participaction,3,False
agreement,3,True
asia,3,True
academy,3,False
adequate,3,False
website,3,False
carbohydrate-containing,3,False
molecular,3,False
appreciably,3,False
user,3,True
beet,3,True
brown,3,True
extend,3,False
kool-aid,3,False
june,3,True
nutrasweet,3,False
option,3,True
epidemiologic,3,False
fowler,3,False
manhattan,3,False
gardener,3,False
confusion,3,True
independently,3,False
reasonably,3,False
score,3,True
borlaug,3,False
germ,3,True
efficiently,3,False
classify,3,False
flax,3,False
fermentable,3,False
high-fiber,3,False
sensation,3,True
typically,3,False
frozen,3,True
rancid,3,True
high-glycemic,3,False
originate,3,False
enzyme,3,True
sushi,3,False
bedtime,3,False
inhibit,3,False
delay,3,True
sentiment,3,True
intrinsically,3,False
solid,3,True
holt,3,False
stimulating,3,False
glucose-dependent,3,False
casein,3,False
tends,3,False
dose-response,3,False
promotes,3,False
sugared,3,False
variation,3,False
consideration,3,True
investigation,3,False
bowl,3,True
thanksgiving,3,False
fear,3,True
presence,3,True
pepper,3,True
interaction,3,False
malnutrition,3,True
marker,3,False
anti-inflammatory,3,False
tallow,3,False
puerto,3,False
rico,3,False
electric,3,True
save,3,True
bakery,3,False
ldl,3,False
collaborative,3,False
vegan,3,False
suit,3,True
pudding,3,False
seasonal,3,False
burden,3,True
disguise,3,True
granola,3,False
canned,3,False
parkinson,3,False
oolong,3,False
plenty,3,True
glucomannan,3,False
konjac,3,False
spiritual,3,True
cope,3,False
orthodox,3,False
sunrise,3,False
sunset,3,True
monday,3,True
thursday,3,False
diuresis,3,False
elevation,3,False
mode,3,True
tbsp,3,False
twenty-four-hour,3,False
hydrate,3,True
decaffeinate,3,False
sea,3,True
wave,3,True
memory,3,True
heartburn,3,False
position,3,True
relax,3,True
church,3,True
cdc,3,False
howard,3,False
freedman,3,False
regional,3,False
ross,3,False
postmenopausal,3,False
smith,3,True
williams,3,False
rethinking,3,False
loss—and,3,False
pediatr,3,False
cauter,3,False
pharmacol,3,False
kim,3,False
non-insulin-dependent,3,False
cahill,3,False
cortisol-induced,3,False
hypertens,3,False
vivo,3,False
vitro,3,False
mcgraw-hill,3,False
ebbeling,3,False
duffey,3,False
postgrad,3,False
yang,3,False
nonnutritive,3,False
fibre,3,False
glycemia,3,False
acute,3,False
rosell,3,False
agric,3,False
chem,3,False
felig,3,False
alternate-day,3,False
permission,3,True
thank,2,True
love,2,True
foreword,2,False
calorie-reduction,2,False
endnotes,2,False
specialize,2,False
end-stage,2,False
title,2,True
teach,2,True
waste,2,True
resolve,2,False
bright,2,True
brave,2,True
accuse,2,False
clarity,2,False
emphatic,2,False
simplicity,2,True
harm,2,True
progressive,2,False
curable,2,False
inability,2,False
dosage,2,False
way—by,2,False
inject,2,False
novel,2,True
carbohydrate-restricted,2,False
everyone,2,True
irrefutable,2,True
ease,2,True
consecutive,2,False
layer,2,False
achievement,2,False
writer,2,True
bind,2,True
pretender,2,False
throne,2,True
reversal,2,False
express,2,True
self-evident,2,False
sooner,2,True
hon,2,False
cape,2,False
peculiar,2,True
square,2,True
meter,2,False
accelerates,2,False
vigorously,2,False
associated,2,True
lay,2,True
deserve,2,True
charge,2,True
watcher,2,False
charlatan,2,False
quote,2,False
respected,2,False
vague,2,True
nutritionist,2,False
experts.,2,False
barrier,2,False
metal,2,True
permanently,2,False
disease.,2,False
qualify,2,False
peer-reviewed,2,False
parable,2,True
shortly,2,True
moral,2,True
disaster,2,True
post-menopausal,2,False
depth,2,True
robust,2,True
similarity,2,False
primarily,2,True
theme,2,False
dedication,2,False
prescription,2,False
more.,2,True
perfectly,2,True
flesh,2,True
scenario,2,True
thorough,2,False
undeniably,2,False
rehabilitation,2,False
network,2,False
plane,2,True
crash,2,True
lift,2,True
mechanical,2,False
training,2,True
tight,2,True
wing,2,True
hull,2,False
sin,2,True
puberty,2,False
gluttonous,2,False
lazy,2,False
accumulate,2,False
proclaim,2,False
beloved,2,True
abundant,2,False
civilization,2,True
chief,2,True
english,2,True
unremarkable,2,False
stand,2,True
river,2,True
fitness,2,False
prodigious,2,False
carbohydrates.,2,False
hugh,2,True
lulu,2,False
herbert,2,False
hoover,2,False
head,2,True
abstain,2,False
strictly,2,True
hindsight,2,False
lethal,2,True
tuberculosis,2,False
misperception,2,False
sixty-six,2,False
lower-fat,2,False
enthusiasm,2,True
shaky,2,False
dissonance,2,True
simultaneously,2,False
concept,2,False
rag,2,False
henceforth,2,True
calorically,2,False
politician,2,False
remarkable,2,True
mom,2,True
constitute,2,False
evil,2,True
orthodoxy,2,False
forever,2,True
infamous,2,False
day—were,2,False
punch,2,True
carbonate,2,False
anyway,2,True
embrace,2,True
definitely,2,True
unintentional,2,False
mere,2,True
coincidence,2,False
undeniable,2,True
nurture,2,True
attitude,2,True
vehicle,2,True
obesogenic,2,False
discount,2,False
relative,2,True
isolate,2,True
irrelevant,2,False
considerable,2,True
distinguish,2,True
material,2,True
fraternal,2,False
variance,2,False
inherit,2,False
sole,2,True
contradiction,2,False
predispose,2,False
instinct,2,True
thrifty,2,False
compels,2,False
predisposition,2,True
ill,2,True
urge,2,True
depends,2,True
catch,2,True
genetically,2,False
protection,2,True
round,2,True
tokelau,2,False
tribe,2,True
pacific,2,True
modern-day,2,False
famine,2,False
morbid,2,True
marathon,2,False
intuitive,2,False
intimately,2,False
complicate,2,False
overlap,2,False
fullness,2,False
thyroid-stimulating,2,False
hormone-sensitive,2,False
repair,2,False
ran,2,True
parallel,2,True
isolated,2,False
jules,2,False
unchanged,2,False
pumpkin,2,False
physic,2,False
detoxification,2,False
bowel,2,False
infinite,2,True
divert,2,False
body-heat,2,False
formation,2,False
presume,2,False
earn,2,False
bankrupt,2,False
calories,2,False
field,2,True
manual,2,False
july,2,True
sunny,2,False
top,2,True
resting,2,True
dizzy,2,False
brittle,2,False
psychologically,2,False
plague,2,True
suddenly,2,True
across-the-board,2,False
lethargy,2,False
weakness,2,True
react,2,True
restore,2,True
yeah,2,True
tale,2,True
eats,2,False
depressed,2,False
lowered,2,False
creep,2,False
coal-fired,2,False
blackout,2,False
anarchy,2,False
loot,2,True
yell,2,True
as,2,True
fired,2,False
around.,2,False
inconvenient,2,False
scream,2,True
guarantee,2,False
momentum,2,False
skinless,2,False
breast,2,True
session,2,False
feedback,2,False
weight-reduction,2,False
starting,2,True
higher-fat,2,False
unbroken,2,False
string,2,True
minimize,2,False
strange,2,True
signaling,2,False
magnetic,2,False
resonance,2,False
emotion,2,True
restraint,2,False
friend,2,True
sad,2,True
virtual,2,True
forge,2,True
preach,2,True
hoax,2,False
harsh,2,False
dirty,2,True
emphasize,2,False
spectacular,2,False
bothersome,2,False
oily,2,False
spot,2,True
chime,2,True
wear,2,True
insurmountable,2,True
double-blind,2,False
worth,2,True
plummet,2,True
invention,2,True
nusi,2,False
train,2,True
president,2,True
youth,2,True
sprout,2,False
jim,2,True
kenneth,2,False
incorporate,2,False
sweat,2,True
translate,2,False
laborsaving,2,False
device,2,True
proliferation,2,False
video,2,True
herman,2,False
primitive,2,True
travel,2,True
mammal,2,False
ambient,2,False
steam,2,True
accurately,2,False
pace,2,True
underfeeding,2,False
walking,2,True
cleaning,2,False
shopping,2,False
shall,2,True
fifty-fifty,2,False
partner,2,True
spell,2,True
meaning,2,True
project,2,True
workout,2,False
deficit,2,True
accelerometer,2,False
wash,2,True
instrumental,2,False
mental,2,True
career,2,True
sam,2,True
random,2,True
strikingly,2,False
ethan,2,False
vermont,2,False
amazement,2,False
chop,2,False
stabilize,2,False
upwards,2,False
comprise,2,True
forced,2,True
sensitive,2,False
keesey,2,False
weight—say,2,False
weight—the,2,False
rudolph,2,False
shift,2,True
setting,2,True
comfortable,2,True
frohlich,2,False
radiation,2,False
romaine,2,False
circulating,2,False
race,2,True
tremendous,2,True
escalate,2,False
anticipation,2,False
berate,2,True
irresistibly,2,False
contend,2,False
microbiome,2,False
blood-pressure,2,False
progress,2,True
dysregulation,2,False
saw,2,True
enters,2,False
minimally,2,False
autoimmune,2,False
destruction,2,True
prize,2,True
ingested,2,False
making,2,True
balanced,2,False
skin,2,True
nervous,2,True
overnight,2,False
insulin-resistant,2,False
awful,2,True
weight-gaining,2,False
intermediate,2,True
non-diabetics,2,False
recurrent,2,False
diagnosis,2,False
thiazolidinedione,2,False
rosiglitazone,2,False
pioglitazone,2,False
slowing,2,False
statistically,2,False
sodium-glucose,2,False
spill,2,True
nondiabetic,2,False
unrelated,2,False
quetiapine,2,False
albeit,2,False
renowned,2,True
universally,2,False
diabulimia,2,False
advisable,2,False
neutral,2,False
peer,2,True
specialist,2,False
fell,2,True
version,2,True
flight-or-fight,2,False
steroid,2,False
flee,2,False
stressful,2,False
skeletal,2,True
glucorticoids,2,False
transplant,2,False
well-known,2,True
urinary,2,False
saliva,2,True
scalp,2,False
insufficiency,2,False
rigorous,2,False
stimulates,2,False
activation,2,False
notorious,2,False
cardiology,2,False
notable,2,False
vogue,2,False
invent,2,False
regimen,2,False
irwin,2,False
reportedly,2,False
join,2,True
strict,2,True
rachael,2,False
journalist,2,False
empire,2,True
strike,2,True
mildly,2,False
condemn,2,True
superior,2,True
winner,2,False
zone,2,False
extent,2,True
reaffirm,2,False
unloved,2,False
low-glycemic,2,False
proteins,2,False
stun,2,True
crown,2,True
hoped-for,2,False
two-year,2,False
indulgent,2,False
feasting,2,False
birthday,2,True
fade,2,True
staffan,2,False
trobriand,2,False
yam,2,False
okinawa,2,False
yellow,2,True
known,2,True
commercially,2,False
grown,2,True
winfrey,2,False
allowance,2,False
reducing,2,False
downplay,2,False
lex,2,False
luthor,2,False
direction,2,True
reacts,2,False
adapts,2,False
prerequisite,2,False
locked,2,True
solve,2,False
superbug,2,False
correctly,2,False
non,2,True
quantity,2,True
reproduce,2,False
curtail,2,False
knee-jerk,2,False
infect,2,False
edward,2,True
jenner,2,False
smallpox,2,False
cowpox,2,False
weaken,2,False
morphine,2,False
self-reinforcing,2,False
preferred,2,True
road,2,True
eradicate,2,False
non-obese,2,False
insult,2,True
compartmentalization,2,False
burst,2,True
undetectable,2,False
deep,2,True
whenever,2,True
crowded,2,True
noisy,2,False
loud,2,True
resistance—high,2,False
eat.,2,False
oreo,2,False
decisive,2,False
nightly,2,False
resistance—a,2,False
inadvertent,2,True
practically,2,True
acai,2,False
gorging,2,False
anywhere,2,True
anytime,2,False
agency,2,False
movie,2,True
combat,2,False
headline,2,False
insidious,2,False
guess,2,True
advertising,2,False
symbol,2,False
dubious,2,False
dallas,2,False
yoni,2,False
proudly,2,False
endorse,2,False
meal-replacement,2,False
canola,2,False
blend,2,False
section,2,True
whose,2,True
marion,2,False
guard,2,True
brand,2,False
offset,2,True
grandmother,2,False
france,2,True
famously,2,False
petit,2,False
bias,2,False
gas,2,True
ready,2,True
bagel,2,False
imply,2,False
vegetables.,2,False
healthful,2,False
phytochemical,2,False
excessively,2,False
hyper-insulinemia,2,False
fire,2,True
atlanta,2,False
u.s,2,True
texas,2,False
california,2,True
east,2,True
mississippi,2,True
palatability,2,False
engineer,2,False
hyper-palatable,2,False
monosodium,2,False
glutamate,2,False
msg,2,False
insatiable,2,True
dip,2,False
soy,2,False
rib-eye,2,False
prevalent,2,False
discrepancy,2,True
working,2,True
tofu,2,False
astound,2,False
cabbage,2,False
blueberry,2,False
subsidize,2,False
invert,2,False
corresponding,2,False
sharp,2,True
epidemiology,2,False
pressing,2,True
three-year,2,False
lowering,2,False
item,2,False
poster,2,False
eleven,2,True
nineteen,2,False
bogalusa,2,False
predictor,2,True
six-month-old,2,False
six-month-olds,2,False
pesticide,2,True
neonatal,2,False
fetal,2,False
origin,2,True
misguided,2,False
undertake,2,False
middle,2,True
prompt,2,True
tabulate,2,False
philip,2,True
muddle,2,True
stance,2,False
absurd,2,True
australian,2,False
ditch,2,True
ounce,2,False
curb,2,True
doubt,2,True
michelle,2,False
obama,2,False
darkness,2,True
redeem,2,False
lag,2,True
bible,2,False
plain,2,True
billion,2,False
gallon,2,False
brew,2,False
catastrophe,2,True
eclipse,2,True
bantle,2,False
level.,2,False
fda,2,False
cite,2,False
palatable,2,True
ring,2,True
via,2,False
monosaccharide,2,True
classification,2,False
reclassify,2,False
benign,2,False
cane,2,True
pizza,2,True
ketchup,2,False
all-natural,2,False
tide,2,True
scrutiny,2,True
uniquely,2,False
analogous,2,False
constantin,2,False
fahlberg,2,False
bite,2,True
remarkably,2,False
sight,2,True
cyclamate,2,False
acesulfame,2,False
sugar-free,2,False
caput,2,False
humble,2,True
coke,2,False
mehmet,2,False
sweetness,2,False
joint,2,True
one-year,2,False
sharon,2,False
hannah,2,False
vascular,2,False
aric,2,False
ankur,2,False
vyas,2,False
elusive,2,True
randomly,2,False
normal-weight,2,False
surround,2,True
carrot,2,False
assign,2,False
milling,2,False
stone,2,True
norman,2,False
strain,2,True
enhance,2,False
merely,2,True
broadbalk,2,False
predominant,2,True
archive,2,False
flourmill,2,False
grinding,2,False
remainder,2,True
amylose,2,False
undigested,2,False
banana,2,False
pectin,2,False
leafy,2,False
short-chain,2,False
acetate,2,False
horace,2,False
fletcher,2,False
low-fiber,2,False
exit,2,True
texture,2,False
astonishment,2,True
anti-nutrient,2,False
poisonous,2,False
pre-packaged,2,False
supermarket,2,False
aisle,2,True
grocery,2,True
delicate,2,True
cancel,2,False
condiment,2,True
tonic,2,False
popularize,2,False
biscuit,2,True
pickled,2,False
soybean,2,False
dress,2,True
linolenic,2,False
stimulant,2,False
omelet,2,False
susanne,2,False
variability,2,False
deactivate,2,False
tract,2,True
glucagon-like,2,False
dipeptidyl,2,False
hence,2,True
whole-wheat,2,False
curve,2,False
seafood,2,False
exenatide,2,False
interpretation,2,False
additional,2,True
weight-increasing,2,False
feedlot,2,False
ruminant,2,False
farm-raised,2,False
discard,2,False
sausage,2,False
ethnic,2,True
pig,2,False
mammography,2,False
four-year,2,False
chili,2,False
tub,2,False
skim,2,True
unintentionally,2,False
capture,2,True
refer,2,True
diary,2,False
ideally,2,False
no.,2,True
unintended,2,False
lamb,2,False
shortening,2,False
prefer,2,True
clot,2,False
lore,2,False
county,2,True
unsaturated,2,False
avocados,2,False
chiefly,2,True
climb,2,True
eicosanoids,2,False
trace,2,True
thrombosis,2,False
fish-eating,2,False
edible,2,True
miracle,2,False
squeeze,2,True
tang,2,False
jell-o,2,False
community-wide,2,False
saturated-fat,2,False
chd,2,False
discernible,2,False
chd.,2,False
dissuade,2,False
chemically,2,False
wilhelm,2,False
normann,2,False
hydrogenate,2,False
spread,2,True
veneer,2,False
high-density,2,False
trans-fat,2,False
ban,2,False
krause,2,False
twenty-year,2,False
emphasis,2,False
clothes,2,True
two-step,2,False
supporter,2,False
follower,2,False
vision,2,True
maximum,2,False
follow.,2,True
garlic,2,False
tomato,2,False
cigarette,2,True
complementary,2,False
preferably,2,False
alternatively,2,False
cacao,2,False
indulgence,2,True
selenium,2,False
occasional,2,True
attain,2,False
simplify,2,False
jam,2,False
jelly,2,False
steel-cut,2,False
cook,2,True
shun,2,True
particle,2,False
prepackaged,2,False
lemonade,2,False
yeast,2,False
chlorogenic,2,False
decaffeinated,2,False
container,2,False
vanilla,2,True
harvest,2,False
peel,2,True
mint,2,True
simmer,2,False
gelatin,2,False
helps,2,False
whole-grain,2,False
mill,2,False
noodle,2,False
minimum,2,False
asparagus,2,False
bell,2,True
mayan,2,False
vegetarian,2,False
oleic,2,False
fruity,2,False
aroma,2,True
suitable,2,True
full-fat,2,False
recommended,2,False
viscous,2,False
mainstream,2,False
insulin-resistance,2,False
temporary,2,True
everyday,2,False
plutarch,2,False
plato,2,False
aristotle,2,False
heritage,2,False
paracelsus,2,False
franklin,2,False
prophet,2,True
cleansing,2,False
buddhism,2,False
christian,2,True
crete,2,False
dehydration,2,False
scarcity,2,False
transition,2,False
cross,2,True
conservation,2,False
adaptive,2,False
rid,2,True
electrolytes,2,False
supervision,2,False
uric,2,False
overwhelm,2,False
deprive,2,False
mobilize,2,False
garfield,2,False
abnormality,2,False
intermittent-fasting,2,False
mosley,2,False
intrahepatic,2,False
yearly,2,False
celebrate,2,False
mormon,2,False
prohibitively,2,False
cardio,2,False
template,2,False
refrain,2,True
tuesday,2,False
wednesday,2,False
friday,2,True
saturday,2,True
sunday,2,True
stir-fried,2,False
bok,2,False
choy,2,False
stir-fry,2,False
curry,2,False
sautéed,2,False
peppered,2,False
flaxseed,2,False
withhold,2,True
religious,2,True
sparkle,2,False
sodium,2,False
suppressant,2,False
given,2,True
non-fasting,2,False
consult,2,False
aspirin,2,False
struggle,2,True
tai,2,False
chi,2,False
touch,2,True
objectively,2,False
cushion,2,False
chair,2,True
nose,2,True
bedroom,2,True
updated,2,False
parental,2,False
body-mass,2,False
wang,2,False
bowman,2,False
rosenbaum,2,False
huffington,2,False
janssen,2,False
martin,2,True
thompson,2,False
donnelly,2,False
mayo,2,False
sullivan,2,False
prog,2,False
horm,2,False
substrate,2,False
han,2,False
blood-glucose,2,False
sulphonylureas,2,False
henry,2,True
lyon,2,False
miller,2,False
insulinomas,2,False
wien,2,False
diab,2,False
cardiol,2,False
ukpds,2,False
glipizide,2,False
acarbose,2,False
intestinal,2,False
dapagliflozin,2,False
inadequate,2,False
psychiatry,2,True
suzuki,2,False
owen,2,False
jr.,2,False
pagano,2,False
prednisone-induced,2,False
mandarino,2,False
gerich,2,False
utilization,2,False
postreceptor,2,False
fauci,2,False
harrison,2,False
premenopausal,2,False
preliminary,2,True
knutson,2,False
spiegel,2,False
soc,2,False
neurol,2,False
leproult,2,False
appl,2,False
environ,2,False
picador,2,False
related,2,True
shai,2,False
zhou,2,False
hum,2,True
pontiroli,2,False
alberetto,2,False
pozza,2,False
bellisle,2,False
cameron,2,False
cyr,2,False
doucet,2,False
equi-energetic,2,False
energy-restricted,2,False
stubbs,2,False
overweight/obese,2,False
ewg,2,False
pirg,2,False
jacques,2,False
ogden,2,False
sept,2,False
schulze,2,False
edited,2,False
neurobiology,2,False
yale,2,False
pepino,2,False
nejm,2,False
bes-rastrollo,2,False
comparative,2,False
gastroenterology,2,False
crc,2,False
eaton,2,False
colorectal,2,False
pereira,2,False
salmerón,2,False
niddm,2,False
buller,2,False
sugiyama,2,False
ischemic,2,True
nilsson,2,False
insulinemia,2,False
perimenopausal,2,False
inversely,2,False
pollan,2,False
gillman,2,False
panel,2,True
grassi,2,False
hypertensive,2,False
forbes,2,False
huxley,2,False
dieren,2,False
odegaard,2,False
dementia,2,True
alzheimers,2,False
hursel,2,False
westerterp-plantenga,2,False
dulloo,2,False
degroot,2,False
endocrinology,2,False
vol,2,True
grune,2,False
stratton,2,False
tyson,2,False
stabilization,2,False
heilbronn,2,False
nonobese,2,False
refeeding,2,False
kerndt,2,False
pathophysiology,2,False
correction,2,False
yanovski,2,False
endorsement,2,False
brillat-saverin,2,False
britain,2,True
generational,2,False
heath,2,False
license,2,True
isbn,2,False
columbia,2,False
unlocking,1,False
beautiful,1,True
wife,1,True
mina,1,False
responsibility,1,True
oversee,1,False
credential,1,False
anomaly,1,False
appreciate,1,True
unusual,1,True
commonest,1,False
sophisticated,1,True
prolonging,1,False
reactively,1,False
venerated,1,False
underlie,1,True
december,1,True
unaware,1,False
existence,1,True
lectures—,1,False
—on,1,False
youtube,1,False
someone,1,True
intrigue,1,True
certainty,1,True
noble,1,True
legitimate,1,False
scrap,1,True
bounce,1,True
unresolved,1,False
diabetes—the,1,False
mandate,1,False
unfortunate,1,True
idm,1,False
incurable,1,False
dissonance—the,1,False
blatant,1,False
emotionally,1,False
devastate,1,True
abnormal,1,False
progressively,1,False
secretion—in,1,False
insulin—makes,1,False
insight,1,False
disease—an,1,False
concentration—rather,1,False
cases—and,1,False
conversely,1,False
arrive,1,True
outrageous,1,False
authorship,1,False
realization,1,False
illogic,1,False
top—a,1,False
